# Portuguese allowed names, parsed from the official IRN list.
# Generated by tools/names-snapshot - do not edit by hand.
# generated: 2026-09-20T23:34:40.798196Z
# source: https://irn.justica.gov.pt/Portals/33/Regras%20Nome%20Proprio/Lista%20Nomes%20Pr%C3%B3prios.pdf?ver=WNDmmwiSO3uacofjmNoxEQ%3D%3D
# count: 7481
Edgar	M
Deva	F
Edgard	M
Devanshi	F
Edgilson	M
Devisha	F
Edi	M
Devni	F
Édi	M
Deya	F
Edilson	M
Deyse	F
Edimar	M
Dezayre	F
Edir	M
Dhani	F
Edivânio	M
Dhanvi	F
Edjailzen	M
Dhara	F
Edmar	M
Dharmi	F
Edmilson	M
Dharyani	F
Edmund	M
Dhiya	F
Edmundo	M
Dhiyanshi	F
Edner	M
Dhriti	F
Edney	M
Dhruvi	F
Ednilson	M
Dhvity	F
Edoardo	M
Diamantina	F
Édouard	M
Diana	F
Edrick	M
Diane	F
Edsandro	M
Dianna	F
Edson	M
Diany	F
Eduard	M
Diara	F
Eduardo	M
Dídia	F
Eduvik	M
Didiana	F
Edvaldo	M
Dilara	F
Edward	M
Dilca	F
Edwin	M
Diliana	F
Edymar	M
Dilma	F
Edynilson	M
Dilreet	F
Efraim	M
Dilsa	F
Egas	M
Dimana	F
Egídio	M
Dina	F
Egon	M
Dineia	F
Egor	M
Dinora	F
Eidan	M
Diócadun	F
Eiden	M
Diolinda	F
Ekam	M
Dione	F
Ekamjit	M
Diriane	F
Ekamjot	M
Dirsha	F
Ekampreet	M
Disha	F
Eklyn	M
Dishti	F
Éktoras	M
Diva	F
Elbercio	M
Divija	F
Élcio	M
Diya	F
Eldar	M
Diza	F
Elder	M
Djacqueline	F
Eldimir	M
Djalayne	F
Eleutério	M
Djalvin	F
Elgar	M
Djamila	F
Elhadje	M
Djanira	F
Elhdj	M
Djara	F
Eli	M
Djariato	F
Elia	M
Djaymily	F
Eliab	M
Djeisia	F
Eliabe	M
Djenabo	F
Eliah	M
Djenabu	F
Elian	M
Djenabú	F
Eliano	M
Djenifer	F
Elias	M
Djeny	F
Elías	M
Djenyfer	F
Elídio	M
Djestiny	F
Eliedson	M
Djucu	F
Eliel	M
Dolores	F
Elielson	M
Domingas	F
Eliezandro	M
Dominica	F
Eliezer	M
Dominika	F
Eliézer	M
Donatella	F
Elijah	M
Dora	F
Elio	M
Doralice	F
Élio	M
Doriana	F
Elioenai	M
Dóris	F
Eliot	M
Douaa	F
Elisandro	M
Douãa	F
Elisei	M
Dounia	F
Eliseu	M
Drashti	F
Elisiário	M
Dricla	F
Elísio	M
Drisha	F
Eliteh	M
Drishya	F
Eliyah	M
Duana	F
Elizandro	M
Ducelma	F
Elkann	M
Dulce	F
Elliot	M
Dulcineia	F
Elliott	M
Duna	F
Elmaati	M
Dúnia	F
Elmer	M
Dyana	F
Elói	M
Dyanna	F
Eloizio	M
Dyanne	F
Eloy	M
Dylara	F
Elsa	M
Eárine	F
Elsandro	M
Earyne	F
Élsio	M
Ebenézer	F
Elson	M
Ecaterina	F
Élson	M
Edda	F
Elton	M
Edeleny	F
Élton	M
Eden	F
Eluney	M
Ediana	F
Elves	M
Edilene	F
Elvio	M
Edilssa	F
Élvio	M
Edilzy	F
Elvis	M
Edina	F
Elvyn	M
Edine	F
Ely	M
Edineusa	F
Elyan	M
Edite	F
Elyon	M
Edith	F
Emanuel	M
Edlynne	F
Emeka	M
Edmara	F
Emerson	M
Edmaya	F
Emessi	M
Edna	F
Emídio	M
Ednaiza	F
Emile	M
Ednara	F
Emilian	M
Eduarda	F
Emiliano	M
Edzana	F
Emilio	M
Egali	F
Emílio	M
Eiman	F
Emilton	M
Eishal	F
Emmanuel	M
Ekamdeep	F
Emrys	M
Ekaterina	F
Emyr	M
Eknoor	F
Emzon	M
Elaina	F
Endi	M
Elaine	F
Endrick	M
Elainy	F
Endrickson	M
Elaisa	F
Endy	M
Elana	F
Enilson	M
Elany	F
Enio	M
Elayna	F
Énio	M
Elayne	F
Ennzo	M
Elcy	F
Enoque	M
Eléa	F
Enrico	M
Eleana	F
Enrique	M
Eleanor	F
Enzho	M
Electra	F
Enzi	M
Eleine	F
Enzo	M
Elena	F
Enzu	M
Eléna	F
Epandi	M
Eleni	F
Erasmo	M
Eléni	F
Eric	M
Elenna	F
Éric	M
Eleonor	F
Erick	M
Eleonora	F
Érick	M
Eléonore	F
Érico	M
Elettra	F
Ericson	M
Elga	F
Erik	M
Elia	F
Erikson	M
Élia	F
Erilteson	M
Èlia	F
Erivaldo	M
Eliana	F
Ernani	M
Eliane	F
Ernest	M
Elianna	F
Ernesto	M
Elianne	F
Eroany	M
Eliany	F
Eros	M
Eliara	F
Ersílio	M
Élice	F
Erwan	M
Eliciane	F
Ery	M
Elieta	F
Esandjo	M
Eliete	F
Esaú	M
Elikia	F
Esdras	M
Elikya	F
Esmael	M
Elín	F
Esteban	M
Élin	F
Estebane	M
Elina	F
Estefano	M
Eline	F
Estéfano	M
Elines	F
Estevan	M
Elinise	F
Estevão	M
Eliny	F
Estêvão	M
Elioenai	F
Etelvino	M
Elis	F
Ethan	M
Élis	F
Etiandro	M
Elisa	F
Etiene	M
Élisa	F
Étienne	M
Elisabete	F
Etilson	M
Elisabeth	F
Etson	M
Elisama	F
Euclides	M
Elisângela	F
Euclidi	M
Elise	F
Eudes	M
Elisete	F
Eugen	M
Elishka	F
Eugene	M
Elísia	F
Eugénio	M
Elisiane	F
Euger	M
Elissa	F
Eurico	M
Eliza	F
Eusébio	M
Elizabet	F
Euzebio	M
Elizabete	F
Evaldir	M
Elizabeth	F
Evan	M
Elizangila	F
Evandro	M
Elizaveta	F
Evanilson	M
Ella	F
Evann	M
Ellana	F
Evans	M
Elle	F
Evany	M
Ellen	F
Évany	M
Ellena	F
Evgueni	M
Elleonor	F
Evickson	M
Ellia	F
Eviquene	M
Elliane	F
Ewan	M
Ellie	F
Ewerton	M
Ellie-Rosa	F
Exel	M
Elloa	F
Eydan	M
Elly	F
Eyden	M
Ellyn	F
Eyson	M
Elma	F
Eyzer	M
Elmara	F
Ezairon	M
Elmusa	F
Ezaquiel	M
Elnor	F
Ezekiel	M
Eloá	F
Ezequiel	M
Eloah	F
Ezra	M
Elodie	F
Fa	M
Elody	F
Faadil	M
Eloisa	F
Fabian	M
Eloise	F
Fabián	M
Eloïse	F
Fabiano	M
Elona	F
Fabião	M
Elora	F
Fabien	M
Elsa	F
Fabio	M
Elsiane	F
Fábio	M
Eluane	F
Fabrice	M
Elvira	F
Fabricio	M
Elya	F
Fabrício	M
Elyana	F
Fabrizio	M
Elyane	F
Fabrízio	M
Elyanna	F
Fahad	M
Elyanne	F
Fahim	M
Elyne	F
Faiz	M
Elynthia	F
Faizan	M
Elysia	F
Fateh	M
Elzira	F
Faustino	M
Ema	F
Fausto	M
Éma	F
Federico	M
Emaly	F
Feliciano	M
Emannuelly	F
Felipe	M
Emanuela	F
Felisberto	M
Emanuella	F
Felismino	M
Emanuelle	F
Felix	M
Emanuelly	F
Félix	M
Emeli	F
Feliz	M
Emeliah	F
Fenil	M
Emelie	F
Ferdan	M
Emely	F
Fernando	M
Emi	F
Fernão	M
Emie	F
Figo	M
Emilia	F
Fílio	M
Emília	F
Filip	M
Emiliana	F
Filipe	M
Emilie	F
Filipo	M
Emilly	F
Filipp	M
Émilly	F
Filippo	M
Emily	F
Filomeno	M
Émily	F
Finn	M
Emma	F
Firmino	M
Emmanuela	F
Flavio	M
Emmely	F
Flávio	M
Emmy	F
Floriano	M
Emy	F
Flynn	M
Emylle	F
Fodé	M
En	F
Fortunato	M
Enalia	F
Francesco	M
Énia	F
Francis	M
Enily	F
Francisco	M
Eniraide	F
Franciszek	M
Enola	F
François	M
Enora	F
Francy	M
Enya	F
Frank	M
Enzel	F
Franklim	M
Eriana	F
Fred	M
Erica	F
Freddie	M
Érica	F
Freddy	M
Eridana	F
Frederic	M
Erika	F
Frederick	M
Érika	F
Frédérick	M
Erin	F
Frederico	M
Erioluwa	F
Fredy	M
Eriwana	F
Fredyson	M
Ermelinda	F
Frímann	M
Ermy	F
Fynn	M
Eryka	F
Gabrieel	M
Esenia	F
Gabriel	M
Esha	F
Gabrieli	M
Eshaal	F
Gabryel	M
Eshal	F
Gadiel	M
Esita	F
Gael	M
Esmeralda	F
Gaele	M
Esperança	F
Gaell	M
Esperanza	F
Gaio	M
Estefani	F
Galileu	M
Estefania	F
Galo	M
Estefânia	F
Gamaliel	M
Estefany	F
Gando	M
Estéfica	F
Gareth	M
Estela	F
Gary	M
Estelle	F
Gaspar	M
Estephanie	F
Gaspard	M
Ester	F
Gastão	M
Estér	F
Gaurav	M
Esther	F
Gelson	M
Estrela	F
Genrikh	M
Estréla-Marina	F
Gentil	M
Estrella	F
Geoffrey	M
Estrelle	F
George	M
Etsana	F
Georges	M
Euclidiana	F
Georgi	M
Eugenia	F
Georgian	M
Eugénia	F
Georgiy	M
Eukene	F
Geovane	M
Eulália	F
Geovanni	M
Eunice	F
Geovanny	M
Euridce	F
Geovany	M
Eva	F
Geraldo	M
Éva	F
Gerard	M
Evalyn	F
German	M
Evandra	F
Germán	M
Evania	F
Geronimo	M
Evanyce	F
Gerson	M
Evdokia	F
Gérson	M
Evelin	F
Ghabriel	M
Evelina	F
Ghali	M
Eveline	F
Gheorghe	M
Evellyn	F
Gheorghita	M
Evely	F
Giacomo	M
Evelyn	F
Gian	M
Évelyn	F
Giani	M
Evelyne	F
Gianluca	M
Evilly	F
Gianni	M
Evolet	F
Gianny	M
Ewa	F
Gil	M
Excel	F
Gilberto	M
Eyla	F
Gilcélio	M
Eyva	F
Gilchrist	M
Ezel	F
Gilmarc	M
Ezequiela	F
Gilson	M
Ezesandra	F
Gino	M
Ezinne	F
Giorgi	M
Ezly	F
Giovani	M
Ezra	F
Giovanni	M
Faaiza	F
Giovanny	M
Faatima	F
Giovany	M
Faatimah	F
Giuseppe	M
Fábia	F
Gláucio	M
Fabiana	F
Glauco	M
Fabielli	F
Gleb	M
Fábio	F
Glenn	M
Fabíola	F
Goa	M
Fabrícia	F
Godfrey	M
Fabrizia	F
Gonçalo	M
Fabyene	F
Gonzaga	M
Fadia	F
Gonzalo	M
Fahisa	F
Graham	M
Faira	F
Greg	M
Faith	F
Griffin	M
Faiza	F
Grigorii	M
Fajar	F
Grover	M
Fanta	F
Gualter	M
Farah	F
Gui	M
Fareedah	F
Guido	M
Farha	F
Guilherme	M
Farrah	F
Guillaume	M
Fateh	F
Guiller	M
Fatiany	F
Guillermo	M
Fatiha	F
Guramrit	M
Fatima	F
Gurfateh	M
Fátima	F
Gurjap	M
Fatimatou	F
Gurjot	M
Fatima-Zahara	F
Gurman	M
Fatma	F
Gurnak	M
Fatou	F
Gurniwaz	M
Fatoumata	F
Gurnoor	M
Fatu	F
Gursaanjh	M
Fatumata	F
Gursahib	M
Faustina	F
Gurshaan	M
Fedra	F
Gursharan	M
Felicia	F
Gursher	M
Felícia	F
Gursimran	M
Felisberta	F
Gurvanshdeep	M
Fénix	F
Gurwinder	M
Feriel	F
Gustaf	M
Fernanda	F
Gustav	M
Fia	F
Gustavo	M
Filipa	F
Gusttavo	M
Filippa	F
Guto	M
Filomena	F
Guy	M
Filza	F
Gyan	M
Fiona	F
Haamed	M
Fiorella	F
Habacuque	M
Firdaws	F
Hafez	M
Flavia	F
Hagen	M
Flávia	F
Haiden	M
Flor	F
Haider	M
Flora	F
Haile	M
Florbela	F
Hailton	M
Florence	F
Hakeem	M
Florencia	F
Hamidou	M
Florentina	F
Hamilton	M
Florinda	F
Hamza	M
Floy	F
Hamzah	M
Foram	F
Hani	M
Francelina	F
Haniel	M
Francesca	F
Hanish	M
Francine	F
Hansel	M
Francisa	F
Hanza	M
Francisca	F
Hao	M
Frankie	F
Haojie	M
Franziska	F
Hargun	M
Frederica	F
Hargunjit	M
Frida	F
Hari	M
Fylipa	F
Harjot	M
Gabi	F
Harkirat	M
Gabriela	F
Harley	M
Gabriella	F
Harnoor	M
Gabrielle	F
Harold	M
Gabrielly	F
Haron	M
Gabriely	F
Haroun	M
Gael	F
Harper	M
Gaia	F
Harpreet	M
Gaïa	F
Harry	M
Gaitana	F
Harsh	M
Gara	F
Harshil	M
Gavin	F
Hasan	M
Geanina	F
Hashir	M
Geisa	F
Hasmit	M
Geiza	F
Hasnain	M
Gelciline	F
Hassan	M
Gelcyara	F
Hatim	M
Gélsia	F
Hau	M
Gema	F
Hayden	M
Genciane	F
Haydn	M
Genésia	F
Hazael	M
Génesis	F
Haziel	M
Gênesis	F
Heaven	M
Geneza	F
Héber	M
Génises	F
Hebraim	M
Georgeta	F
Hector	M
Geórgia	F
Heer	M
Georgiana	F
Heiden	M
Georgina	F
Heitan	M
Geovana	F
Heitor	M
Geovanna	F
Helão	M
Geralda	F
Helber	M
Gernaísa	F
Helbert	M
Gerulza	F
Helder	M
Giada	F
Hélder	M
Giana	F
Heli	M
Gianna	F
Helian	M
Gianny	F
Hélio	M
Gilda	F
Helione	M
Gilmara	F
Helmer	M
Gilsa	F
Helmo	M
Gina	F
Helmyr	M
Giovana	F
Helton	M
Giovanna	F
Heltrício	M
Girisha	F
Hemery	M
Gisela	F
Hemil	M
Gisele	F
Hemilton	M
Giselle	F
Hénderson	M
Gislane	F
Hendrick	M
Gislene	F
Hendrik	M
Giulia	F
Hendrix	M
Giuliana	F
Henil	M
Glaúcia	F
Henrik	M
Glaucivania	F
Henrique	M
Glenda	F
Henry	M
Gloria	F
Henryk	M
Glória	F
Henzo	M
Goreti	F
Hércio	M
Grabriela	F
Herculano	M
Graça	F
Hércules	M
Grace	F
Herickson	M
Graciana	F
Héritier	M
Graciani	F
Herlander	M
Graciela	F
Herman	M
Graciete	F
Hermano	M
Gracinda	F
Hermenegildo	M
Grazielly	F
Hermès	M
Greer	F
Hermínio	M
Greice	F
Hermus	M
Greicekelly	F
Hernâni	M
Guadalupe	F
Hêrnani	M
Gudusuaina	F
Hernany	M
Guilhermina	F
Hervê	M
Guiomar	F
Hestin	M
Gulmira	F
Het	M
Gurash	F
Hetwik	M
Gurleen	F
Heyden	M
Gurmehek	F
Hianique	M
Gurnajbir	F
Hídio	M
Gurseerat	F
Higor	M
Gursirat	F
Hikaru	M
Gyselle	F
Hilário	M
Haadiya	F
Hilliam	M
Habigail	F
Hilson	M
Hadassa	F
Hinal	M
Hadassah	F
Hiroshi	M
Hadiyah	F
Hitarth	M
Hadiyatou	F
Hoi	M
Hadja	F
Hon	M
Hafsa	F
Hooman	M
Hailie	F
Horácio	M
Haizea	F
Horus	M
Haja	F
Hou	M
Hajar	F
Hridaan	M
Hala	F
Hriday	M
Halana	F
Hridhaan	M
Hália	F
Hristiyin	M
Haliny	F
Hubert	M
Hallyssa	F
Hugo	M
Halyane	F
Humberto	M
Hamda	F
Hunny	M
Hana	F
Hunter	M
Hanayara	F
Husam	M
Handreia	F
Hussain	M
Hang	F
Hussayn	M
Hania	F
Hussnain	M
Haniela	F
Hyadi	M
Haniya	F
Iacob	M
Hániyah	F
Iag	M
Hanna	F
Iago	M
Hannah	F
Iaia	M
Hansika	F
Ian	M
Hapel	F
Ianes	M
Harbin	F
Ianis	M
Hareem	F
Ianys	M
Hargun	F
Iaromir	M
Harjot	F
Iat	M
Harkirat	F
Ibaadali	M
Harleen	F
Ibenekwume	M
Harneet	F
Ibraheem	M
Harnoor	F
Ibrahim	M
Harper	F
Ibrahima	M
Harpritam	F
Ibraima	M
Harseerat	F
Ibrain	M
Harshit	F
Ícaro	M
Harsiddhi	F
Iderson	M
Harsika	F
Idijezi	M
Harvi	F
Idriss	M
Hasana	F
Idrissa	M
Hasmara	F
Iego	M
Hassanatou	F
Iek	M
Hassatou	F
Ifesinachi	M
Havya	F
Ignacio	M
Hawa	F
Ignácio	M
Hawwá	F
Ignaz	M
Haya	F
Igor	M
Hayaa	F
Igory	M
Hayat	F
Ikaro	M
Hayla	F
Iker	M
Hayley	F
Ilai	M
Hazel	F
Ilan	M
Haziela	F
Ilário	M
Hebe	F
Ildebrando	M
Hedviges	F
Ildfreed	M
Heer	F
Ildo	M
Hei	F
Ilia	M
Heidi	F
Ilian	M
Heidy	F
Ilias	M
Heidynazia	F
Ilídio	M
Helaine	F
Ilie	M
Helayne	F
Illia	M
Hélcia	F
Ilyan	M
Helciany	F
Ilyas	M
Helda	F
Ilyes	M
Helen	F
Imani	M
Helena	F
Imran	M
Helena-Edi	F
Inácio	M
Helene	F
Infante	M
Helga	F
Ino	M
Hélia	F
Inocêncio	M
Heliamar	F
Io	M
Heliana	F
Ioan	M
Hélida	F
Ioane	M
Hellen	F
Ioann	M
Hellena	F
Ioannis	M
Hellieva	F
Ioi	M
Helloisa	F
Ion	M
Heloisa	F
Ionut	M
Heloísa	F
Ioshua	M
Heluísa	F
Iqyan	M
Helyara	F
Iran	M
Hendra	F
Irineu	M
Henedina	F
Iristian	M
Heni	F
Isaac	M
Henriette	F
Isaak	M
Henriqueta	F
Isac	M
Hester	F
Isack	M
Hetika	F
Isael	M
Hetvansi	F
Isaí	M
Hiba	F
Isaías	M
Hibah	F
Isak	M
Hibba	F
Isandro	M
Hijab	F
Isany	M
Hilária	F
Isaque	M
Hilda	F
Ishaan	M
Hinal	F
Ishak	M
Hinali	F
Ishan	M
Hinata	F
Ishaq	M
Hiral	F
Isidro	M
Hiranshi	F
Ismael	M
Hiranya	F
Ismail	M
Hitakshi	F
Ismar	M
Hitisha	F
Israar	M
Hiya	F
Israel	M
Hoi	F
Issa	M
Holi	F
Issoumahilla	M
Holly	F
Iter	M
Honey	F
Itiel	M
Hoorain	F
Iulian	M
Hope	F
Iunussa	M
Hortênsia	F
Iuri	M
Hosanna	F
Iúri	M
Hossana	F
Ivaan	M
Houssainatou	F
Ivan	M
Huda	F
Ivandro	M
Hulematu	F
Ivane	M
Humaira	F
Ivanildo	M
Hunaina	F
Ivanilson	M
Hunerpreet	F
Ivánn	M
Hyndia	F
Íven	M
Hyrina	F
Iverson	M
Iamara	F
Ivo	M
Ian	F
Iyad	M
Iana	F
Iyari	M
Ianna	F
Izak	M
Ianny	F
Jabir	M
Iao	F
Jace	M
Iara	F
Jacinto	M
Iarah	F
Jack	M
Iaraslava	F
Jackilson	M
Iasmin	F
Jackson	M
Iasmina	F
Jacó	M
Iat	F
Jacob	M
Ibadat	F
Jacques	M
Idaira	F
Jad	M
Idalete	F
Jaden	M
Idália	F
Jadiel	M
Idalina	F
Jadir	M
Idaline	F
Jaelson	M
Idíane	F
Jahmeson	M
Idiatou	F
Jai	M
Idjatu	F
Jaiden	M
Ifeoma	F
Jailson	M
Ilana	F
Jaime	M
Ilara	F
Jainil	M
Ilda	F
Jair	M
Ileana	F
Jairaj	M
Ilektra	F
Jairo	M
Ilhaam	F
Jairson	M
Iliana	F
Jake	M
Iliane	F
Jakson	M
Ilinca	F
Jamal	M
Ilithyia	F
James	M
Ilizany	F
Jamie	M
Ilka	F
Jamil	M
Illyana	F
Jamim	M
Ilona	F
Jamiro	M
Ilsa	F
Jan	M
Ilyana	F
Janai	M
Ima	F
Jandem	M
Imaan	F
Janilson	M
Imara	F
Januário	M
Ina	F
Janus	M
Inaara	F
Japjeet	M
Inaaya	F
Japnoor	M
Inái	F
Japtej	M
Inaia	F
Jaque	M
Inajé	F
Jardel	M
Inara	F
Jarede	M
Inass	F
Jarir	M
Inaya	F
Jarod	M
India	F
Jasdeep	M
Índia	F
Jaskarn	M
Indira	F
Jasmim	M
Indya	F
Jasnur	M
Ines	F
Jason	M
Inés	F
Jaspinder	M
Inès	F
Jasraj	M
Inês	F
Jassjot	M
Inga	F
Jaume	M
Ingrid	F
Javier	M
Íngride	F
Javokhir	M
Inia	F
Jawad	M
Inna	F
Jaxon	M
Ioana	F
Jay	M
Ioanna	F
Jayden	M
Iok	F
Jayene	M
Iolanda	F
Jaylson	M
Ionara	F
Jaynik	M
Ionela	F
Jayr	M
Iqra	F
Jayson	M
Iracema	F
Jayssan	M
Irada	F
Jazz	M
Iraê	F
Jean	M
Irene	F
Jedd	M
Irha	F
Jeet	M
Iria	F
Jeferson	M
Iriana	F
Jefferson	M
Irina	F
Jeffrey	M
Iris	F
Jefter	M
Irís	F
Jeison	M
Íris	F
Jekssimil	M
íris	F
Jelany	M
Ìris	F
Jelson	M
Irley	F
Jemy	M
Iryna	F
Jenil	M
Isa	F
Jeovane	M
Isabel	F
Jerciley	M
Isabela	F
Jeremias	M
Isabele	F
Jeremie	M
Isabelina	F
Jeremy	M
Isabella	F
Jérémy	M
Isabelle	F
Jerónimo	M
Isabelli	F
Jerson	M
Isabelly	F
Jerykson	M
Isabely	F
Jesse	M
Isadora	F
Jessé	M
Isamara	F
Jessimar	M
Isatou	F
Jester	M
Isaura	F
Jesualdo	M
Ishani	F
Jesus	M
Ishika	F
Jesús	M
Ishtmeet	F
Jevan	M
Isilda	F
Jewilson	M
Isis	F
Jeydan	M
Isís	F
Jeyson	M
Ísis	F
Jheidane	M
Isla	F
Jhonatann	M
Ismaela	F
Jhonathan	M
Ismália	F
Ji	M
Ismara	F
Jialin	M
Ismeria	F
Jiaming	M
Isoke	F
Jiany	M
Isra	F
Jimmy	M
Israa	F
Jindveer	M
Itamara	F
Jinkel	M
Itiane	F
Jivreet	M
Itzayana	F
Jiyaan	M
Itzel	F
Jó	M
Iva	F
Joabe	M
Ivaldira	F
Joachim	M
Ivana	F
Joan	M
Ivandra	F
João	M
Ivânia	F
Joaquim	M
Ivanise	F
Joaquin	M
Ivanka	F
Joaquín	M
Ivanna	F
Joás	M
Ivanne	F
Joaz	M
Ivete	F
Joe	M
Ivie	F
Joel	M
Ivone	F
Joelson	M
Ivory	F
Jofre	M
Ivy	F
Johan	M
Izabel	F
Johandry	M
Izabela	F
Johen	M
Izabella	F
John	M
Izadora	F
Johnny	M
Izaine	F
Johnson	M
Izidora	F
Johnston	M
Jaciara	F
Johny	M
Jacinta	F
Joio	M
Jacira	F
Jolan	M
Jackline	F
Joliam	M
Jacqueline	F
Jon	M
Jacyara	F
Jonah	M
Jacymiilly	F
Jonan	M
Jada	F
Jonas	M
Jaddy	F
Jonata	M
Jade	F
Jonatã	M
Jade-Noémi	F
Jonatão	M
Jady	F
Jonatas	M
Jael	F
Jónatas	M
Jaiane	F
Jonatha	M
Jaidee	F
Jonathan	M
Jailma	F
Jonathane	M
Jailsa	F
Jonathas	M
Jaine	F
Jonhas	M
Jainisha	F
Jóni	M
Jalica	F
Jonny	M
Jalny	F
Jorcel	M
Jamilly	F
Jordan	M
Jamily	F
Jordano	M
Jana	F
Jordi	M
Janaina	F
Jorge	M
Janaína	F
Jorgerichie	M
Janajane	F
José	M
Jandira	F
Joseberto	M
Jandria	F
Josefhi	M
Jane	F
Josemar	M
Jane-Grace	F
Joseph	M
Janejana	F
Josh	M
Janelle	F
Joshua	M
Janete	F
Josias	M
Jani	F
Josiel	M
Janice	F
Josimar	M
Janilza	F
Josino	M
Janina	F
Joston	M
Janine	F
Josué	M
Janira	F
Joubert	M
Janircia	F
Jovani	M
Janisis	F
Jovany	M
Janna	F
Joviano	M
Jannah	F
Joy	M
Jannat	F
Joyalpreet	M
Jannatpreet	F
Joywin	M
Jannatul	F
Juan	M
Janne	F
Jucilino	M
Japjot	F
Jude	M
Japleen	F
Júdice	M
Jaqueline	F
Juel	M
Jaqui	F
Juelson	M
Járcia	F
Jules	M
Jashandeep	F
Julian	M
Jasira	F
Julián	M
Jaskirat	F
Júlian	M
Jasleen	F
Juliann	M
Jaslyn	F
Juliano	M
Jasmeen	F
Julião	M
Jasmeet	F
Julien	M
Jasmim	F
Julio	M
Jasmin	F
Júlio	M
Jasmina	F
Jun	M
Jasmine	F
Junaid	M
Jasnoor	F
Junayed	M
Jassira	F
Júnio	M
Jaya	F
Junior	M
Jayara	F
Júnior	M
Jaycee	F
Junior-Hervé	M
Jayde	F
Juno	M
Jaydin	F
Junxi	M
Jaylee	F
Junxin	M
Jazmin	F
Justin	M
Jazzmine	F
Justino	M
Jeana	F
Justo	M
Jeanete	F
Juvenal	M
Jeanine	F
Jyanio	M
Jeanne	F
Ka	M
Jeany	F
Kabir	M
Jeckliny	F
Kael	M
Jeidy	F
Kahel	M
Jeisiane	F
Kahil	M
Jemima	F
Kahine	M
Jéni	F
Kai	M
Jenifer	F
Kaiden	M
Jénifer	F
Kaidó	M
Jeniffer	F
Kailan	M
Jennifer	F
Kailon	M
Jenny	F
Kaio	M
Jennyfer	F
Kaique	M
Jeny	F
Kaïs	M
Jeovania	F
Kaiser	M
Jerónima	F
Kaleb	M
Jerusa	F
Kalebe	M
Jessana	F
Kaleny	M
Jessiane	F
Kalile	M
Jessica	F
Kamil	M
Jéssica	F
Kane	M
Jessie	F
Kanish	M
Jessy	F
kanye	M
Jessyca	F
Karamjot	M
Jéssyca	F
Karan	M
Jewel	F
Karanphich	M
Jeysse	F
Kareem	M
Jezabel	F
Karlo	M
Jhennifer	F
Karsten	M
Jhulli	F
Kartavya	M
Jia	F
Kaspar	M
Jigisha	F
Kauã	M
Jihane	F
Kauai	M
Jil	F
Kauan	M
Jilsiany	F
Kaven	M
Jinal	F
Kawame	M
Jing	F
Kawaren	M
Jiya	F
Kay	M
Joadmila	F
Kayck	M
Joalete	F
Kaydan	M
Joana	F
Kayden	M
Joaninha	F
Kaydon	M
Joanna	F
Kayene	M
Joaquim	F
Kayke	M
Joaquina	F
Kayle	M
Joceane	F
Kaylen	M
Joceline	F
Kayo	M
Jocelyn	F
Kayron	M
Jocyana	F
Kayser	M
Jocyara	F
Kayson	M
Jodelsia	F
Kayu	M
Joelly	F
Kayvan	M
Joelma	F
Kazuki	M
Johaina	F
Keanu	M
Johanna	F
Keany	M
Johanna-Sophie	F
Keicy	M
Joi	F
Keid	M
Joice	F
Keidan	M
Joicimara	F
Keison	M
Joicy	F
Keiyan	M
Jomila-Lucía	F
Kejan	M
Jonyfer	F
Kelby	M
Joquebede	F
Kelcio	M
Joraide	F
Kelian	M
Jordana	F
Kellen	M
Jordanna	F
Kellvin	M
Josana	F
Kellyson	M
José	F
Kelson	M
Joseandra	F
Kelton	M
Joseane	F
kelton	M
Joseanne	F
Kelve	M
Josefa	F
Kelvim	M
Josefina	F
Kelvin	M
Josélia	F
kelvin	M
Joselina	F
Kelvio	M
Josemara	F
Kelvy	M
Josiana	F
Kelvyn	M
Josiane	F
Kélyan	M
Josianne	F
Kemer	M
Josiany	F
Ken	M
Josy	F
Kenay	M
Joti	F
Kenderson	M
Jovana	F
Kendji	M
Joya	F
Kendjy	M
Joyce	F
Kendrick	M
Joyciane	F
Kendro	M
Jozefina	F
Kendy	M
Juanita	F
Kendzo	M
Juceila	F
Kener	M
Jucelene	F
Kenesh	M
Jucemara	F
Keng	M
Judite	F
Kenik	M
Juisney	F
Kennedy	M
Juli	F
Kenneth	M
Julia	F
Kenny	M
Júlia	F
Kenshin	M
Juliana	F
Kenye	M
Julianna	F
Kenzi	M
Juliany	F
Kenzo	M
Julie	F
Kenzy	M
Juliê	F
Kérian	M
Julieta	F
Késmen	M
Julieth	F
Keval	M
Juliette	F
Kevan	M
Juline	F
Kévan	M
Julinha	F
Kevem	M
Jullia	F
Keven	M
Jullyana	F
Kevil	M
Jumina	F
Kevim	M
June	F
Kévim	M
Júnia	F
kévim	M
Juno	F
Kevin	M
Jusilene	F
kevin	M
Jussara	F
Kévin	M
Justa	F
Kevindeep	M
Justýna	F
Kevyn	M
Juweyriyah	F
Keyan	M
Jysea	F
Keyden	M
Ka	F
Keyllen	M
Kadiatou	F
Keylor	M
Kadidjatou	F
Keyson	M
Kadija	F
Keyur	M
Kadijah	F
Keyush	M
Kaela	F
Khadime	M
Kaelynn	F
Khael	M
Kai	F
Khaleed	M
Kailane	F
Khaleefah	M
Kailani	F
Khalid	M
Kailanny	F
